featureId,feature,featureColor,featureLayer,featureWeight
11874285752,"-23.409541091010007,120.0833338881635609;-23.409554530712674,120.0833814214508354;-23.409593338627771,120.0834407906592482;-23.409656974380306,120.0835072033935833;-23.409713303952235,120.0835478933796563;-23.409794645429823,120.0835834015002169;-23.409860372675398,120.0835978808610486;-23.409927818757743,120.0836007217545063;-23.410014592220220,120.0835851769584678;-23.410078705260062,120.0835610239326113;-23.410135959665025,120.0835248406414810;-23.410204146344782,120.0834636204685502;-23.410246418466480,120.0834067018704849;-23.410287885675476,120.0833227895255205;-23.410307949970197,120.0832532527959957;-23.410314465801988,120.0832009285112987;-23.410160708255180,120.0831766628237279;-23.410154101770337,120.0832302585442572;-23.410140456348917,120.0832708459548974;-23.410111097002775,120.0833233642881611;-23.410084271143267,120.0833571045736798;-23.410052300575219,120.0833843894950307;-23.410002722635617,120.0834143139028439;-23.409964526441647,120.0834261454889748;-23.409908273544784,120.0834331834852996;-23.409867553350239,120.0834305400209754;-23.409827287118459,120.0834190942967397;-23.409775828705602,120.0833942487664415;-23.409743421947198,120.0833680352901940;-23.409714628448903,120.0833360516696838;-23.409682679894090,120.0832861698425647;-23.409677627177812,120.0832737484875246;-23.409541091010007,120.0833338881635609",blue,Jimblebar Lanes,1
11939794179,"-23.324020954013180,120.0529668029186661;-23.324014629475755,120.0529815707753585;-23.323974694635893,120.0530744811221635;-23.323945690926918,120.0531463645195979;-23.323909288347573,120.0532009362403924;-23.323879665328626,120.0532282213218431;-23.323849595126655,120.0532405424783153;-23.323840113523898,120.0532444539609588;-23.323803003213542,120.0532478745432019;-23.323762191975342,120.0532478717599301;-23.323718405284817,120.0532333938954148;-23.323688433575846,120.0532169609084247;-23.323660270798693,120.0531895740828282;-23.323636715005604,120.0531545589193335;-23.323618218513233,120.0531088835485989;-23.323608665759643,120.0530457020093047;-23.323619341755176,120.0529695140197411;-23.323655947877060,120.0528344502529719;-23.323504183944097,120.0527848536643001;-23.323459538772542,120.0529311642544857;-23.323444255346544,120.0530165454336276;-23.323439803833028,120.0531121966908412;-23.323455225403567,120.0531755742368447;-23.323481663261713,120.0532359206339552;-23.323518034871869,120.0532899104984607;-23.323545926415269,120.0533185687475741;-23.323589255906609,120.0533531940466810;-23.323645769267758,120.0533826366736193;-23.323704542231271,120.0534038639831796;-23.323763948454841,120.0534207879937237;-23.323814600671587,120.0534231387257027;-23.323865706711598,120.0534171762139202;-23.323903090152917,120.0534058335885201;-23.323915460991074,120.0534021179093824;-23.323962238144215,120.0533784527174012;-23.324008657288675,120.0533437357357992;-23.324048216877551,120.0533002159955135;-23.324074685704885,120.0532520008073240;-23.324156546682738,120.0530489668807030;-23.324162419824214,120.0530340033867623;-23.324020954013180,120.0529668029186661",blue,Jimblebar Lanes,1
11941179147,"-23.379601534064788,120.1330211695069787;-23.379466769833177,120.1332000424273886;-23.379372656235588,120.1333088910060750;-23.379268884388466,120.1334078607996596;-23.379182546614143,120.1334786644514365;-23.378872964668737,120.1337121974561461;-23.378793131454536,120.1337701893281461;-23.378640680581587,120.1339130694530105;-23.378558944071793,120.1339962944290392;-23.378162319695471,120.1345552128501120;-23.378267573189219,120.1346430473305080;-23.378664378202040,120.1340839333152906;-23.378785579853235,120.1339717612740885;-23.378909218116273,120.1338638927412638;-23.379202904970355,120.1336443445146924;-23.379322565435961,120.1335540802923298;-23.379438528014843,120.1334497321523822;-23.379556665346272,120.1333180970590489;-23.379702993857226,120.1331142851031721;-23.379601534064788,120.1330211695069787",blue,Jimblebar Lanes,1
11982131835,"-23.370249604421896,120.1166193209407320;-23.370475556600575,120.1161425455948422;-23.370497514063128,120.1160832783337787;-23.370524173292022,120.1160006364209446;-23.370542532197854,120.1158955970019338;-23.370544902457692,120.1158159853328135;-23.370543109568471,120.1157707023141699;-23.370410292324120,120.1157711822723712;-23.370397343110941,120.1159033135555528;-23.370380524721092,120.1159887924332441;-23.370343653698794,120.1161029262903203;-23.370132968903516,120.1165505573143182;-23.370249604421896,120.1166193209407320",blue,Jimblebar Lanes,1
11982805620,"-23.370215519773371,120.1158281882733432;-23.370209096296543,120.1158732751251779;-23.370187944527898,120.1159567976427005;-23.370153513270161,120.1160641832431641;-23.369992771314508,120.1164687842511596;-23.370109406832888,120.1165375478775734;-23.370331314778432,120.1159947550743380;-23.370349758840983,120.1159077114558049;-23.370352848215102,120.1158393472073960;-23.370215519773371,120.1158281882733432",blue,Jimblebar Lanes,1
12013493248,"-23.377998202998242,120.1733767275128927;-23.377909129584355,120.1732254198384515;-23.377910774675576,120.1731557840495298;-23.377920630971315,120.1731044380249670;-23.377769055068397,120.1730287279862006;-23.377761375171315,120.1730470166668077;-23.377746914821031,120.1730957216901188;-23.377740492041707,120.1731383634612034;-23.377738846950485,120.1732079992501251;-23.377751649068569,120.1732749953370658;-23.377783951419137,120.1733506972415356;-23.377807866197413,120.1733933410816011;-23.377851369712913,120.1734509501520734;-23.377871496174613,120.1734799990845462;-23.377998202998242,120.1733767275128927",blue,Jimblebar Lanes,1
12001041238,"-23.365391646927756,120.0953269326396089;-23.365698794460033,120.0947648784129143;-23.365584869186661,120.0946907357935808;-23.365377089976283,120.0950812499283045;-23.365277269979433,120.0952535724153270;-23.365391646927756,120.0953269326396089",blue,Jimblebar Lanes,1
12027828369,"-23.383245421546749,120.1974498838505577;-23.383289958711346,120.1973656783052645;-23.383325640920902,120.1973042603091085;-23.383467551119543,120.1970797137667453;-23.383952972146366,120.1963762482247330;-23.384351401632183,120.1958197750075639;-23.384380212540183,120.1957907294125541;-23.384257356696912,120.1956879298372203;-23.384229806366290,120.1957292009221876;-23.383841038840728,120.1962825450948686;-23.383406382892239,120.1969092385619476;-23.383331680492292,120.1970223918066554;-23.383225995445016,120.1971813148509186;-23.383136112687699,120.1973350554015860;-23.383114158294165,120.1973835643073496;-23.383245421546749,120.1974498838505577",blue,Jimblebar Lanes,1
12028720464,"-23.310552578941388,120.1198702390444651;-23.310544573014620,120.1200818846923092;-23.310538841533107,120.1202332837044153;-23.310539894857224,120.1203390090699374;-23.310539589975866,120.1204582311888344;-23.310540360431859,120.1206060119247835;-23.310538715005836,120.1206768213524653;-23.310695459806741,120.1206741913549895;-23.310687534874167,120.1206019142261436;-23.310687755686912,120.1204608819807989;-23.310686704427408,120.1203479191762568;-23.310686734922294,120.1202410202458668;-23.310691653958058,120.1200890343589615;-23.310701375373576,120.1198774866313434;-23.310552578941388,120.1198702390444651",blue,Jimblebar Lanes,1
12034146849,"-23.365347972920561,120.2123427262420632;-23.365369109818415,120.2123113328461306;-23.365388978215243,120.2122954900775604;-23.365437561203284,120.2122717272055028;-23.365435618116648,120.2121199364570738;-23.365377471717151,120.2121178786236972;-23.365341174019946,120.2121212992613595;-23.365301711138459,120.2121423242649029;-23.365262064718854,120.2121737163985109;-23.365228375425637,120.2122122485743159;-23.365217264411555,120.2122308304306211;-23.365347972920561,120.2123427262420632",blue,Jimblebar Lanes,1
12034199817,"-23.315017956831468,120.0965247165156082;-23.314987463384818,120.0964381585757621;-23.314928473816086,120.0962267039653787;-23.314797992263263,120.0962687504564297;-23.314838578001489,120.0964262164276861;-23.314864379279456,120.0965025047081829;-23.314888736358226,120.0965772280384767;-23.315017956831468,120.0965247165156082",blue,Jimblebar Lanes,1
12041934876,"-23.372350646268326,120.0786894148324472;-23.372214832590722,120.0787489677383649;-23.372027635250217,120.0788381515192522;-23.372086824092763,120.0789840779778510;-23.372290095012780,120.0788882446733909;-23.372402432473979,120.0788312330504561;-23.372350646268326,120.0786894148324472",blue,Jimblebar Lanes,1
12064318681,"-23.387849221494162,120.0892552747278973;-23.387873702203985,120.0892131232044989;-23.387892225871121,120.0891635382292135;-23.387900190449837,120.0890968369682294;-23.387898955373214,120.0889952193260519;-23.387894740463939,120.0888944817097409;-23.387755423123493,120.0888921249309191;-23.387756214393013,120.0889669444572882;-23.387740030156027,120.0890449903326033;-23.387724029680361,120.0891118866520138;-23.387712915569360,120.0891413246668490;-23.387849221494162,120.0892552747278973",blue,Jimblebar Lanes,1
12068357836,"-23.384693262863767,120.0916109437458171;-23.384695275617128,120.0915185198289361;-23.384697982955119,120.0912068211134988;-23.384692452834533,120.0909688654731326;-23.384676427745517,120.0908055329829654;-23.384656258172655,120.0906110987824049;-23.384640756858029,120.0905107516093037;-23.384622822223781,120.0903945601466852;-23.384587206528230,120.0902228152425212;-23.384573405580462,120.0901755753403060;-23.384424864060427,120.0902242712194608;-23.384463283806759,120.0903783139298829;-23.384478873207622,120.0904863875643117;-23.384485811391285,120.0905360720792931;-23.384505364667393,120.0906753452150299;-23.384528678722610,120.0909247450463693;-23.384537409181691,120.0910218642510543;-23.384542220020596,120.0912491592900891;-23.384540518347830,120.0915171400294509;-23.384543754292342,120.0915679979307274;-23.384543110876622,120.0916079016054636;-23.384693262863767,120.0916109437458171",blue,Jimblebar Lanes,1
12069605125,"-23.366388224385275,120.0777686797910516;-23.366298828568724,120.0777980146639474;-23.366255485238900,120.0778118997669205;-23.366104777141068,120.0778592262530710;-23.365854470779837,120.0779346154743092;-23.365891264211762,120.0780924723998631;-23.366293901832513,120.0779769942423326;-23.366346996603838,120.0779628163946991;-23.366426910566530,120.0779382732335168;-23.366388224385275,120.0777686797910516",blue,Jimblebar Lanes,1
12070276541,"-23.366761286951941,120.1382823033021466;-23.366775843362511,120.1378968617579455;-23.366763333375407,120.1377553396282179;-23.366753333773595,120.1376760205251853;-23.366729983364457,120.1375540583025359;-23.366676765598383,120.1373663702711341;-23.366635097715165,120.1372042096709455;-23.366622027488149,120.1371275310457618;-23.366610039350323,120.1370557426559702;-23.366575006856525,120.1367386621889723;-23.366442097843115,120.1367443257122058;-23.366447589762968,120.1367996827160044;-23.366468470470662,120.1370333360610564;-23.366494422950451,120.1372126111550585;-23.366518146043759,120.1372941806683486;-23.366581730990084,120.1375386930845137;-23.366605179724821,120.1376324879830808;-23.366628794225268,120.1377782164090932;-23.366641747489372,120.1379483949159993;-23.366630732713776,120.1382626359489099;-23.366629644709748,120.1382784799982777;-23.366761286951941,120.1382823033021466",blue,Jimblebar Lanes,1
12073794846,"-23.368663119927936,120.2289549290725659;-23.368628759006528,120.2288157527301995;-23.368602802453315,120.2286507569077773;-23.368462123196673,120.2286749047119203;-23.368486543446828,120.2288446927879319;-23.368490417394426,120.2288746208410922;-23.368538682304329,120.2290163410157215;-23.368663119927936,120.2289549290725659",blue,Jimblebar Lanes,1
12086681323,"-23.382560003022447,120.2035493356635472;-23.382616517192701,120.2035759419968155;-23.382756987103568,120.2036526293104871;-23.382810569373662,120.2035120897204820;-23.382713704149711,120.2034548682237403;-23.382619184159147,120.2034057645551883;-23.382560003022447,120.2035493356635472",blue,Jimblebar Lanes,1
12093091014,"-23.391991487669010,120.0857186011463741;-23.391986489804466,120.0855138986411539;-23.391974072925629,120.0853624983913540;-23.391943604672833,120.0851876241348178;-23.391888778420561,120.0849412540545777;-23.391826999225436,120.0846969373680263;-23.391774692593412,120.0844803974453513;-23.391759538322700,120.0844295387312609;-23.391706955462794,120.0842317770102728;-23.391558053562564,120.0842777343743569;-23.391634267830420,120.0845619557639773;-23.391731307725635,120.0849564028162321;-23.391766478749177,120.0851043815047177;-23.391805429830846,120.0852949048568759;-23.391818858987249,120.0853794077650903;-23.391827593352354,120.0854628345175754;-23.391834146129370,120.0855975100147961;-23.391836818988152,120.0857231873500765;-23.391991487669010,120.0857186011463741",blue,Jimblebar Lanes,1
12093939834,"-23.382059412374467,120.1058210847000503;-23.382076222343864,120.1060816336562567;-23.382214459324929,120.1060730363994263;-23.382194760008531,120.1058126828526341;-23.382059412374467,120.1058210847000503",blue,Jimblebar Lanes,1
12095604794,"-23.364518241714885,120.2156941908063493;-23.364570666732730,120.2158122428825720;-23.364612903449113,120.2158794365833767;-23.364647563448643,120.2159197338786862;-23.364687550271921,120.2159611073728289;-23.364794160799335,120.2160395528355102;-23.364886330115980,120.2160996103057225;-23.364933724319180,120.2161284654913550;-23.364992045970444,120.2161492037539769;-23.365051905152374,120.2161608464208894;-23.365157091038610,120.2161691668691378;-23.365223726265515,120.2161658461036864;-23.365293975896438,120.2161527452615422;-23.365337140319572,120.2161329919524537;-23.365410648996348,120.2160897679371460;-23.365361207996180,120.2159561653505568;-23.365288880152698,120.2159746452287244;-23.365226120770601,120.2160012434276961;-23.365144133533680,120.2160138544531917;-23.365055650413588,120.2160088604539343;-23.364983422095412,120.2159949674691295;-23.364920590446476,120.2159583847753636;-23.364850721200170,120.2159040992166685;-23.364800622638897,120.2158599865424255;-23.364748361880153,120.2157991493680682;-23.364686896723040,120.2157200223616174;-23.364637533262845,120.2156311158572959;-23.364518241714885,120.2156941908063493",blue,Jimblebar Lanes,1
12096365652,"-23.366699778618887,120.0949926326025635;-23.366743691507280,120.0948812377162265;-23.366772254924573,120.0947702329960037;-23.366777045586256,120.0947517485118908;-23.366625732016935,120.0947059662799774;-23.366587585127965,120.0948614708171360;-23.366561022466959,120.0949221070093778;-23.366699778618887,120.0949926326025635",blue,Jimblebar Lanes,1
12096634468,"-23.364074193031151,120.0691525462627379;-23.364139563579353,120.0691513770821389;-23.364273201890606,120.0691212628006668;-23.364322416548395,120.0690987714137029;-23.364370551516407,120.0690629787135669;-23.364409478040526,120.0690230776496874;-23.364439466182698,120.0689819045342075;-23.364473886168766,120.0689140314386640;-23.364488798221902,120.0688644462170713;-23.364480343488501,120.0687503092688393;-23.364480074040359,120.0687453212856363;-23.364365493856399,120.0687513772717991;-23.364320316094000,120.0688656083655986;-23.364291501000974,120.0689093244451084;-23.364253930366614,120.0689438464237031;-23.364191891075304,120.0689782689303362;-23.364182590639151,120.0689801265574651;-23.364073151815709,120.0690043742953957;-23.364074193031151,120.0691525462627379",blue,Jimblebar Lanes,1
12098821876,"-23.377735493326674,120.1378040114984707;-23.378006815075120,120.1378066706895121;-23.378006868252844,120.1376202577331321;-23.377737443466653,120.1376145667712720;-23.377735493326674,120.1378040114984707",blue,Jimblebar Lanes,1
12102700385,"-23.331498889850322,120.0555037419200457;-23.331478025469627,120.0555293649438814;-23.331442890303203,120.0555722003632835;-23.331283476722341,120.0557513650123365;-23.331381773311411,120.0558551409450811;-23.331416636407078,120.0558165110460960;-23.331563226219324,120.0556462456165822;-23.331608930936732,120.0555838502716288;-23.331498889850322,120.0555037419200457",blue,Jimblebar Lanes,1
12104504143,"-23.386115102752355,120.0750201894695704;-23.386121266188799,120.0752536462044604;-23.386089833373127,120.0752949170246474;-23.386124493400558,120.0753351165167269;-23.386130959525045,120.0760900601047653;-23.386153446810025,120.0773386176968386;-23.386365991465732,120.0773345244563597;-23.386344864400438,120.0763819195367893;-23.386337905397848,120.0760887049729502;-23.386329609226512,120.0757352435270658;-23.386311124776215,120.0750143346440959;-23.386115102752355,120.0750201894695704",blue,Jimblebar Lanes,1
12104539283,"-23.305385950419887,120.1057465131811673;-23.305412945448926,120.1057527744290339;-23.305454661348337,120.1057466156703925;-23.305671175738326,120.1057531832529216;-23.305728959693014,120.1057597400102474;-23.305749997763067,120.1057582743965371;-23.305721511238643,120.1055997334148799;-23.305678347931515,120.1056155745947684;-23.305459760602099,120.1055959012377927;-23.305426176832725,120.1055810328561753;-23.305385950419887,120.1057465131811673",blue,Jimblebar Lanes,1
12104935668,"-23.313909671407180,120.1223781428596638;-23.313967727795328,120.1223792226545827;-23.314068491519026,120.1223803053620847;-23.314152103786947,120.1223683790700373;-23.314251072082508,120.1223330788528257;-23.314330450190036,120.1222878991731673;-23.314389424436176,120.1222365564983830;-23.314436214562896,120.1221674128044517;-23.314457904502419,120.1220964091373152;-23.314464976612299,120.1219931294067343;-23.314470236553940,120.1219121486894398;-23.314327037956051,120.1219054883037177;-23.314317815059870,120.1219520420131143;-23.314289527340357,120.1220461267930201;-23.314269376019606,120.1221042205384772;-23.314251310946663,120.1221287679176710;-23.314225752444274,120.1221509675082573;-23.314177800177375,120.1221793271752287;-23.314105380090531,120.1222046532733385;-23.314029441832756,120.1222189273663088;-23.313948360289351,120.1222217581303813;-23.313916398593558,120.1222179416245922;-23.313909671407180,120.1223781428596638",blue,Jimblebar Lanes,1
12105370111,"-23.367887858107080,120.1882262851265560;-23.367816045277335,120.1883384605360096;-23.367774031806411,120.1884382169672880;-23.367745379689078,120.1885436468972431;-23.367586099972332,120.1898361057441745;-23.367748530303169,120.1898431586544026;-23.367890790821744,120.1887070860145972;-23.367915477278221,120.1885767159900541;-23.367933102087381,120.1885129494848419;-23.367970419567299,120.1884163224367241;-23.368014144676749,120.1883301607714117;-23.367887858107080,120.1882262851265560",blue,Jimblebar Lanes,1
12106026082,"-23.367514212365675,120.1000050059776390;-23.367453306834671,120.0998631871377044;-23.367390328503741,120.0997077735071730;-23.367371654499689,120.0996513397688231;-23.367366785405229,120.0996282578740283;-23.367364622426554,120.0996142718643539;-23.367212567673918,120.0996346045666591;-23.367218606636904,120.0996713789937038;-23.367245577950799,120.0997607729870704;-23.367375596478701,120.1000758060641187;-23.367514212365675,120.1000050059776390",blue,Jimblebar Lanes,1
12106026117,"-23.367096439926031,120.1003179478282067;-23.367096534875709,120.1003016146949544;-23.367102231900512,120.1002710026718983;-23.367114974083631,120.1002315888384413;-23.367135393848117,120.1001820039924672;-23.367183728089943,120.1000806831405466;-23.367334960431069,120.0997781880581146;-23.367358365301339,120.0997092383758039;-23.367365964924231,120.0996558383294692;-23.367364622426554,120.0996142718643539;-23.367212567673918,120.0996346045666591;-23.367214098899146,120.0996476125009297;-23.367207950924796,120.0996764640350574;-23.367199004786600,120.0997023812813970;-23.367165577073677,120.0997734819512650;-23.367125194827590,120.0998522107989316;-23.366997721543092,120.1001102070311837;-23.366959590417717,120.1002104527433923;-23.366945305347100,120.1002777403927187;-23.366943485283114,120.1003277177200951;-23.367096439926031,120.1003179478282067",blue,Jimblebar Lanes,1
12108282320,"-23.364802352458502,120.0762288553568641;-23.364811331742099,120.0760867478732845;-23.364816573102226,120.0760709041071700;-23.364824792620995,120.0760600485089890;-23.364837977662611,120.0760507581011604;-23.364858024408125,120.0760427396033056;-23.364885022701484,120.0760375578732622;-23.364918611074386,120.0760362887219296;-23.364949128264080,120.0760396161130457;-23.364972330903118,120.0760465617248998;-23.364988038913003,120.0760553650870363;-23.364996614096838,120.0760637767497960;-23.365017102919645,120.0760886201680095;-23.365045364971002,120.0760845143597037;-23.365067207730557,120.0761108249187325;-23.365069464236002,120.0761134657598845;-23.365136707557012,120.0761940602088769;-23.365218533436451,120.0761140627455959;-23.365210048989368,120.0761040862373138;-23.365127190850441,120.0760045168964227;-23.365133790611344,120.0759744917543234;-23.365103914521655,120.0759393783565610;-23.365066001558509,120.0759078831302750;-23.365015897417202,120.0758833311020320;-23.364956941780476,120.0758694390224063;-23.364886064469530,120.0758672825175667;-23.364820781505361,120.0758779386176334;-23.364770484172477,120.0758975936370351;-23.364730658511381,120.0759242912032877;-23.364694982718863,120.0759632144565437;-23.364673934409448,120.0760005738556641;-23.364657757203305,120.0760539733170192;-23.364645611842622,120.0762168148698399;-23.364802352458502,120.0762288553568641",blue,Jimblebar Lanes,1
12108650328,"-23.308084141645915,120.0941956464903221;-23.308126706400797,120.0940624413913298;-23.308135288671275,120.0940460110336695;-23.308145223371892,120.0940363291912444;-23.308162923042609,120.0940266478783799;-23.308200667896430,120.0940144250485406;-23.308238321204394,120.0940066033578936;-23.308267485712848,120.0940040624628445;-23.308291863493544,120.0940062157964784;-23.308332582153581,120.0940142384384525;-23.308354799606117,120.0939931144555620;-23.308385135071205,120.0940004517667929;-23.308386940738704,120.0940009409060965;-23.308392809388252,120.0940017237321857;-23.308484447062659,120.0940263763961920;-23.308510303248161,120.0939101879200487;-23.308412796924206,120.0938847524299532;-23.308410720385656,120.0938842632721766;-23.308377044400821,120.0938761433072716;-23.308361793645921,120.0938469969040835;-23.308295343184741,120.0938356471973503;-23.308236564083190,120.0938359365983899;-23.308157013848713,120.0938514818870430;-23.308090011433971,120.0938759281255437;-23.308047205884423,120.0939037013241229;-23.308017040035269,120.0939348006945974;-23.307986145864778,120.0939869277102605;-23.307935720213612,120.0941398885259945;-23.308084141645915,120.0941956464903221",blue,Jimblebar Lanes,1
12108650444,"-23.307968033651348,120.0948097450650297;-23.307959370158074,120.0947943893667823;-23.307950529766924,120.0947661236298596;-23.307945662876577,120.0947353152798948;-23.307943505561636,120.0947014752145304;-23.307946588686117,120.0946550188896416;-23.307953102481195,120.0946098342407346;-23.307992619433211,120.0943992665774512;-23.307996687799994,120.0943806842408469;-23.307846544545602,120.0943470296895034;-23.307799883467968,120.0945968159615600;-23.307790916097743,120.0946971614659296;-23.307796221298860,120.0947740351680127;-23.307813175908138,120.0948440634383368;-23.307839524619840,120.0949003998968596;-23.307968033651348,120.0948097450650297",blue,Jimblebar Lanes,1
12111712524,"-23.375742708959212,120.1326908204326004;-23.375750637184006,120.1327515567803064;-23.375769943918012,120.1328055454810101;-23.375799995036267,120.1328601217338579;-23.375848098421287,120.1329350422900818;-23.375855498826166,120.1329469747890717;-23.375984731966085,120.1328500605997832;-23.375974262721612,120.1328345091719222;-23.375902423995109,120.1327209547203781;-23.375896921417390,120.1327029585504396;-23.375895843345823,120.1326839846499274;-23.375742708959212,120.1326908204326004",blue,Jimblebar Lanes,1
12111722055,"-23.308713359795873,120.0920337489609472;-23.308668026479227,120.0920602505451213;-23.308587015919254,120.0921307611505115;-23.308504102147388,120.0922262114502403;-23.308440424098196,120.0923080684125852;-23.308403212393223,120.0923504146742107;-23.308379911177484,120.0923725166155090;-23.308359230167507,120.0923883593286600;-23.308342344170146,120.0923943241742037;-23.308331599172094,120.0923958882931196;-23.308321938383645,120.0923949096019478;-23.308310021424554,120.0923901164308639;-23.308236664089100,120.0925358382435269;-23.308260858443279,120.0925479674943054;-23.308310424190507,120.0925607830980023;-23.308363063966760,120.0925590262297903;-23.308414534125588,120.0925426966002585;-23.308458784153336,120.0925155103195821;-23.308518211023032,120.0924600599399262;-23.308656403972229,120.0922893049215982;-23.308696505163704,120.0922462742344085;-23.308756111358592,120.0921952250124180;-23.308771553268356,120.0921873040037515;-23.308713359795873,120.0920337489609472",blue,Jimblebar Lanes,1
12113125389,"-23.381916591355880,120.1032247903657575;-23.381936049570708,120.1033807878476666;-23.381963669578854,120.1037282846142647;-23.382012749657023,120.1048105785256962;-23.382146200775235,120.1048036435974187;-23.382102972857615,120.1037799342210065;-23.382077882764880,120.1034261782201035;-23.382052122807064,120.1032050433559767;-23.381916591355880,120.1032247903657575",blue,Jimblebar Lanes,1
12006803025,"-23.382190374236776,120.1879705270552648;-23.382192338354740,120.1877320829098361;-23.382052027429842,120.1877310953084998;-23.382050606365286,120.1879649427390646;-23.382190374236776,120.1879705270552648",blue,Jimblebar Lanes,1
12113968421,"-23.306056683258630,120.1046003050463487;-23.305940117830876,120.1046023509646125;-23.305906897120114,120.1045808319879859;-23.305824278241344,120.1045920737251578;-23.305808024722836,120.1045964737621252;-23.305849151505658,120.1047563848510778;-23.305858181210263,120.1047540381893259;-23.305878407559971,120.1047494428168364;-23.305916691505376,120.1047465113307932;-23.305944869348620,120.1047210844121896;-23.306058093838122,120.1047197228887016;-23.306056683258630,120.1046003050463487",blue,Jimblebar Lanes,1
12114004780,"-23.384590092886295,120.1259987486532350;-23.384614474796216,120.1259864271088288;-23.384724461750897,120.1259397824681743;-23.384772685725852,120.1259084887227759;-23.384815586392479,120.1258637955715644;-23.384860027742492,120.1257989550596535;-23.384896792989846,120.1257391019890696;-23.384904290520617,120.1257270727028672;-23.384773667335731,120.1256325858725228;-23.384698600649565,120.1257566930543598;-23.384689207188845,120.1257681353918710;-23.384676021477625,120.1257797730772196;-23.384652903242001,120.1257934639530533;-23.384522778805054,120.1258496919370849;-23.384590092886295,120.1259987486532350",blue,Jimblebar Lanes,1
12114134591,"-23.383705426768900,120.0990997676467436;-23.383595869922339,120.0992212317891366;-23.383565427538400,120.0992721851968281;-23.383543017591791,120.0993350711466132;-23.383532796172827,120.0994003052052052;-23.383534043804527,120.0994579113938828;-23.383543961625541,120.0995074005056077;-23.383560473208921,120.0995478921696833;-23.383593686498238,120.0995954268054899;-23.383606503403412,120.0996105871805306;-23.383637292914965,120.0996088288221598;-23.383662927367016,120.0996369000979512;-23.383668884716605,120.0996432577143082;-23.383734234953483,120.0997132892851492;-23.383811728319031,120.0996283035615695;-23.383751342209992,120.0995647273425809;-23.383746378054253,120.0995583697939585;-23.383740420704664,120.0995520121776015;-23.383716681764059,120.0995259948989514;-23.383721385874014,120.0994944047758609;-23.383702250708953,120.0994720065307625;-23.383696113615669,120.0994627148051902;-23.383691151915145,120.0994477505723277;-23.383688811173687,120.0994238864241080;-23.383690715138884,120.0993963060425593;-23.383697495034084,120.0993678457644554;-23.383707524014775,120.0993441780662980;-23.383721163800361,120.0993233469081178;-23.383816539872541,120.0992200731997489;-23.383705426768900,120.0990997676467436",blue,Jimblebar Lanes,1
12114336889,"-23.367946142335194,120.2336391659676363;-23.368066175596572,120.2335081178229944;-23.368141409527156,120.2334307605974126;-23.368390682987195,120.2331780540462922;-23.368450927157270,120.2331061727794154;-23.368498982688099,120.2330323346166517;-23.368521389035586,120.2329820652835366;-23.368533773684327,120.2329299370055489;-23.368535860490138,120.2328944345746856;-23.368382546806234,120.2328967713964632;-23.368382002134616,120.2329070406986671;-23.368379018702843,120.2329205373412037;-23.368371789839009,120.2329402931010492;-23.368351284220299,120.2329743272272956;-23.368324276524583,120.2330124686458490;-23.368293928643920,120.2330486537719682;-23.368197379327294,120.2331500691389172;-23.368039416669571,120.2333072281597431;-23.367837285485897,120.2335223814848530;-23.367946142335194,120.2336391659676363",blue,Jimblebar Lanes,1
12114527409,"-23.337610984460404,120.0422820420325507;-23.337546117760471,120.0420995367779981;-23.337492892238150,120.0419390380445363;-23.337468087613654,120.0418506222312540;-23.337466466656080,120.0418356582262257;-23.337315943826176,120.0418665537820515;-23.337338038875267,120.0419580013107334;-23.337422928828771,120.0422148383870912;-23.337470023842248,120.0423429638327007;-23.337610984460404,120.0422820420325507",blue,Jimblebar Lanes,1
12114499525,"-23.320350861505331,120.1155316712843897;-23.320358170810755,120.1155464400708919;-23.320373954156499,120.1156076659704660;-23.320376914570632,120.1156748569926795;-23.320375915127144,120.1156967648484650;-23.320526514074111,120.1157155533396369;-23.320531679372975,120.1156498299200647;-23.320524478939414,120.1155699241885403;-23.320504546757398,120.1154928538824528;-23.320485778389571,120.1154506994095251;-23.320350861505331,120.1155316712843897",blue,Jimblebar Lanes,1
12114626772,"-23.314172221995596,120.1227428690170278;-23.314157771382470,120.1227574407130689;-23.314132038130517,120.1227591994162698;-23.314116149539933,120.1227503960418179;-23.314037525700899,120.1226835910723878;-23.314026693844217,120.1226731253878561;-23.313925709475175,120.1228124881063187;-23.313951977605786,120.1228347890346439;-23.313973280966854,120.1228528840854066;-23.314032948742818,120.1229024743932437;-23.314077180914457,120.1229378821797674;-23.314097674089690,120.1229474682941010;-23.314111668368536,120.1229500121325216;-23.314130176802179,120.1229538277208162;-23.314148867406832,120.1229520685373161;-23.314172705510041,120.1229469843949839;-23.314192120613707,120.1229375966088053;-23.314201331931318,120.1229316312398588;-23.314208918720132,120.1229232206793240;-23.314225629019322,120.1229001402562150;-23.314242339318512,120.1228770598331060;-23.314259049617702,120.1228539794099970;-23.314275850207243,120.1228308989930456;-23.314172221995596,120.1227428690170278",blue,Jimblebar Lanes,1
