WKT,label,fillColor
"POLYGON((120.1175284998090294 -23.383156802297267, 120.1175214599161389 -23.383185245766330, 120.1175111058588310 -23.383377115717498, 120.1173671393072252 -23.383374267495348, 120.1173762217501280 -23.383179869777082, 120.1173771976949742 -23.383149261069430, 120.1175284998090294 -23.383156802297267 ))",lane,blue
"POLYGON((120.0937243227101110 -23.323712452504536, 120.0937041535450632 -23.323394275058571, 120.0938629859413217 -23.323393507425895, 120.0938885346842688 -23.323717552210101, 120.0937243227101110 -23.323712452504536 ))",lane,blue
"POLYGON((120.0826916762727444 -23.355953679574167, 120.0826909004417807 -23.356050380762218, 120.0826877975612792 -23.356443686419624, 120.0826881912249562 -23.356479621867323, 120.0826916359268358 -23.356796178857917, 120.0826912468875772 -23.356828051463068, 120.0826894961277848 -23.356970259266521, 120.0826860064124744 -23.357427761474377, 120.0825636545224829 -23.357427074054690, 120.0825657749925733 -23.356969572237436, 120.0825668411297557 -23.356827364629284, 120.0825670345256083 -23.356794950337834, 120.0825671311034597 -23.356776982530283, 120.0825692624603301 -23.356479114051830, 120.0825706181093905 -23.356279752568427, 120.0825722664538498 -23.356069917320724, 120.0825713849747706 -23.356051588630776, 120.0825664880890829 -23.355952992963584, 120.0826916762727444 -23.355953679574167 ))",lane,blue
"POLYGON((120.0882125453136570 -23.315423745322816, 120.0882643909086350 -23.315568646547476, 120.0883376609344228 -23.315794532105948, 120.0884654204074467 -23.316211727375676, 120.0884940831270366 -23.316305169713177, 120.0885680355094078 -23.316497828227548, 120.0886212493582192 -23.316628192315256, 120.0887256215254380 -23.316864542682074, 120.0887342295397371 -23.316884042942459, 120.0885878219529778 -23.316940516177764, 120.0885778447180894 -23.316921377469381, 120.0885588684222393 -23.316885176451664, 120.0884376720489527 -23.316618764197125, 120.0883519808836435 -23.316390986084624, 120.0883094269403456 -23.316251138469048, 120.0882444710450254 -23.316037800897710, 120.0880984177928346 -23.315553525115264, 120.0880706357641408 -23.315466854302912, 120.0882125453136570 -23.315423745322816 ))",lane,blue
"POLYGON((120.1201621021065504 -23.383958461369840, 120.1201640680911745 -23.384103918565686, 120.1201645596381314 -23.384141027760035, 120.1201662303780766 -23.384259578515283, 120.1200117013793571 -23.384261157533501, 120.1200117910913943 -23.384142515985701, 120.1200117885605874 -23.384105406651851, 120.1200142235673713 -23.383957690941747, 120.1201621021065504 -23.383958461369840 ))",lane,blue
"POLYGON((120.0514202349753344 -23.333979879256770, 120.0514207246503562 -23.333989540184719, 120.0514292375646473 -23.334048677936654, 120.0515098374447143 -23.334195557346364, 120.0513790790213114 -23.334261506604391, 120.0512945690379215 -23.334144333835838, 120.0512397931699634 -23.334055503755533, 120.0512273690562821 -23.334010000962455, 120.0514202349753344 -23.333979879256770 ))",lane,blue
"POLYGON((120.0619560970028272 -23.324071299797855, 120.0620107700675183 -23.324086814141860, 120.0620984046864968 -23.324129677059558, 120.0621594371040109 -23.324176610631852, 120.0622066799311246 -23.324233299495870, 120.0622397417763451 -23.324297125343062, 120.0622497192513830 -23.324319785375095, 120.0622612637332893 -23.324374046583225, 120.0620725061533498 -23.324413015571403, 120.0620723104853130 -23.324412112723703, 120.0620588099203337 -23.324357581202527, 120.0620403230162521 -23.324326887756659, 120.0620064803892925 -23.324287169656118, 120.0619759643652658 -23.324266411580471, 120.0619258874181436 -23.324241596019108, 120.0619048593788634 -23.324236545758044, 120.0619560970028272 -23.324071299797855 ))",lane,blue
"POLYGON((120.1983387953696874 -23.382922018799454, 120.1982589922259111 -23.382984973939943, 120.1980974247567255 -23.383035853498074, 120.1980623035387082 -23.382891308663885, 120.1981076830366804 -23.382873689099956, 120.1981801516771285 -23.382821570893980, 120.1982103709355290 -23.382793120812577, 120.1983387953696874 -23.382922018799454 ))",lane,blue
"POLYGON((120.1057801249536958 -23.375179389545487, 120.1058687506223119 -23.375413125984083, 120.1060058952090808 -23.375771720138245, 120.1060073626516224 -23.375777498302142, 120.1058650615074100 -23.375815009392140, 120.1058634963663190 -23.375810766192092, 120.1056962226149630 -23.375367578573233, 120.1056459429307861 -23.375238206842370, 120.1057801249536958 -23.375179389545487 ))",lane,blue
"POLYGON((120.2188043901825472 -23.366782287947129, 120.2187721157385730 -23.366791416479535, 120.2186874177288284 -23.366785391187633, 120.2186207155934536 -23.366780534536649, 120.2184655013994598 -23.366773716747618, 120.2184299006542790 -23.366768309482280, 120.2184461265815224 -23.366630341196052, 120.2184731206609363 -23.366636021787655, 120.2185859863149627 -23.366646643852159, 120.2186721508435967 -23.366644903755459, 120.2187321033060923 -23.366631433390505, 120.2188043901825472 -23.366782287947129 ))",lane,blue
"POLYGON((120.1134645411050426 -23.369680862551630, 120.1134941750834833 -23.369674985225128, 120.1135510964709781 -23.369673614631979, 120.1136046937678737 -23.369690122476736, 120.1136487068962630 -23.369714668896860, 120.1136863633750512 -23.369747433552344, 120.1137159026106294 -23.369786430557693, 120.1137414328990065 -23.369839875162948, 120.1137433899365201 -23.369854140480245, 120.1137321452929228 -23.369894142313815, 120.1137311675685068 -23.369898657110316, 120.1135828981181341 -23.369902311020974, 120.1135609893818002 -23.369890398944412, 120.1135502290314116 -23.369861147940031, 120.1135310584714759 -23.369844630274414, 120.1135082697831677 -23.369836781514704, 120.1134679735285063 -23.369817380584324, 120.1134645411050426 -23.369680862551630 ))",lane,blue
"POLYGON((120.0605949330382014 -23.327840046215822, 120.0606092109366186 -23.327819907394347, 120.0607337008337759 -23.327620239913581, 120.0607659725006360 -23.327570390433324, 120.0608893070165574 -23.327638434175110, 120.0608577198922575 -23.327687109685515, 120.0607394889830979 -23.327880635636871, 120.0607179745200514 -23.327913597752658, 120.0605949330382014 -23.327840046215822 ))",lane,blue
"POLYGON((120.0788095649763341 -23.373051174832567, 120.0787678080525802 -23.373125315123289, 120.0786117307109235 -23.373368963016261, 120.0785564767628568 -23.373440488737057, 120.0785188258444546 -23.373489256267622, 120.0785118824185773 -23.373498106702834, 120.0784711997786178 -23.373549493518455, 120.0784360910976390 -23.373588779836866, 120.0781967848636686 -23.373856739577032, 120.0781573728344121 -23.373895936832700, 120.0780342322131153 -23.373802792317815, 120.0780914421457321 -23.373730092264465, 120.0783007245799778 -23.373488415581501, 120.0783707461815333 -23.373407585741730, 120.0784144602597967 -23.373349426284954, 120.0784908376427202 -23.373247647270471, 120.0786217822698042 -23.373043824592193, 120.0786585517337580 -23.372977089533079, 120.0788095649763341 -23.373051174832567 ))",lane,blue
"POLYGON((120.0608524592938532 -23.327991750833024, 120.0608199943912403 -23.328076362153831, 120.0608047412314796 -23.328137131911807, 120.0607973122254383 -23.328196364501820, 120.0607986838783116 -23.328231667638068, 120.0606373086965959 -23.328233880641748, 120.0606359358552902 -23.328181151467951, 120.0606474709836791 -23.328098261634430, 120.0606745570657875 -23.328018888688433, 120.0607290269315979 -23.327923075086689, 120.0608524592938532 -23.327991750833024 ))",lane,blue
"POLYGON((120.0740318341009478 -23.369552522572671, 120.0739363841029453 -23.369639860571687, 120.0738784868506542 -23.369673013647037, 120.0737752000202671 -23.369575980983367, 120.0738409198006499 -23.369517454087653, 120.0739185705529175 -23.369443935590018, 120.0740318341009478 -23.369552522572671 ))",lane,blue
